property_type,listing_agency,price,location_number,city,zip_code,product_depth,bedroom_count,bathroom_count,parking_count
Townhouse,For Sale By Owner,335000,139001859,Stuart Park,820,standard,2,1,0
House,First National Real Estate O'Donoghues - Darwin,799000,138999975,Howard Springs,835,premiere,4,2,2
House,Real Estate Central - DARWIN CITY,639000,138995083,Anula,812,premiere,4,2,2
House,Acacia Realty - NOONAMAH,499000,138988683,Berry Springs,838,premiere,4,2,6
Unit,Territory Real Estate - Darwin,499000,138985619,Darwin City,800,feature,1,1,1
Apartment,Professionals - DARWIN CITY,400000,138982163,Darwin City,800,premiere,2,2,1
Unit,Call2View Real Estate - Palmerston,279000,138979211,Gray,830,premiere,2,1,2
House,@realty - National Head Office Australia,900000,138977415,Coconut Grove,810,standard,3,3,2
House,Real Estate Central Projects - Darwin,575000,138977051,Bellamack,832,premiere,3,2,2
Apartment,United Realty NT - Parap,380000,138975023,Cullen Bay,820,premiere,2,2,1
Unit,Litchfield Realty - Humpty Doo,345000,138974091,Humpty Doo,836,premiere,2,1,1
House,First National Real Estate O'Donoghues - Darwin,859000,138972343,Ludmilla,820,premiere,4,2,2
House,Real Estate Central Projects - Darwin,740000,138971987,Humpty Doo,836,premiere,5,2,10
House,Call2View Real Estate - Palmerston,569000,138970855,Zuccoli,832,premiere,3,2,4
House,Real Estate Central - DARWIN CITY,490000,138970599,Karama,812,premiere,3,1,2
House,Knight Frank (NT) - Darwin,600000,138969275,Rosebery,832,premiere,4,2,2
House,Raine & Horne - Darwin,700000,138968315,Tiwi,810,premiere,4,2,4
Apartment,Ellis Parker Real Estate - LARRAKEYAH,290000,138967279,Nightcliff,810,premiere,1,1,1
House,Renee's Realty NT - DURACK,599000,138965495,Gray,830,premiere,4,2,3
Apartment,First National Real Estate O'Donoghues - Darwin,800000,138965203,Darwin City,800,premiere,3,2,2
House,Renee's Realty NT - DURACK,720000,138964243,Zuccoli,832,premiere,4,2,2
House,Raine & Horne - Darwin,600000,138962595,Herbert,836,premiere,3,1,4
House,United Realty NT - Parap,430000,138961551,Moulden,830,premiere,3,1,3
Unit,iProperty NT - Darwin,330000,138950731,Rosebery,832,premiere,2,2,2
House,Real Estate Central - DARWIN CITY,580000,138950523,Malak,812,premiere,3,2,3
House,Real Estate NT by George Pikos - FANNIE BAY,400000,138947911,Moulden,830,premiere,3,1,2
House,Renee's Realty NT - DURACK,849000,138947695,Howard Springs,835,premiere,3,3,0
House,Renee's Realty NT - DURACK,599000,138947463,Gunn,832,premiere,4,2,2
Apartment,Renee's Realty NT - DURACK,299000,138947235,Darwin City,800,premiere,1,1,1
House,Milgate Real Estate - Cullen Bay,475000,138944359,Woodroffe,830,premiere,3,1,2
House,Home Zone NT - DARWIN,679000,138942975,Durack,830,premiere,4,2,2
House,Absolute Real Estate NT - Darwin,560000,138942243,Anula,812,premiere,3,1,4
House,Elders Real Estate - Palmerston,475000,138942211,Bakewell,832,premiere,3,1,4
Unit,Elders Real Estate - Palmerston,319000,138941523,Gray,830,premiere,2,1,2
House,Real Estate Central - DARWIN CITY,520000,138939703,Driver,830,premiere,4,2,2
House,Nick Mousellis Real Estate - Eview Group Member,639000,138937531,Jingili,810,premiere,3,1,3
Townhouse,Active Realty - NT,750000,138937107,Bayview,820,premiere,4,2,2
Unit,Sale By Home Owner - Australia,439000,138924271,Bayview,820,standard,3,2,2
House,No Agent Property - BRIGHTON EAST,550000,138923095,Durack,830,standard,3,2,2
House,Sale By Home Owner - Australia,580000,138918983,Farrar,830,standard,4,2,2
Unit,Property Now - MOOLOOLABA,580000,138918695,Darwin City,800,standard,1,1,1
Apartment,Raine & Horne - Darwin,375000,138917719,Darwin City,800,premiere,2,2,2
Apartment,Real Estate NT by George Pikos - FANNIE BAY,495000,138911611,Rapid Creek,810,feature,2,2,2
House,Core Realty NT - RAPID CREEK,545000,138907247,Jingili,810,premiere,3,1,2
Townhouse,North Property NT - STUART PARK,429000,138906439,Driver,830,feature,3,1,2
House,Real Estate Central - DARWIN CITY,550000,138902823,Tiwi,810,premiere,4,1,3
House,Raine & Horne - Darwin,480000,138901835,Bakewell,832,premiere,3,2,2
Apartment,North Property NT - STUART PARK,489000,138898599,Darwin City,800,feature,2,2,1
House,Elders Real Estate - Palmerston,599000,138898187,Driver,830,premiere,4,2,2
House,Call2View Real Estate - Palmerston,489000,138897943,Rosebery,832,premiere,3,2,2
Apartment,Ray White Bayside - FANNIE BAY,550000,138897243,Larrakeyah,820,standard,3,2,2
Unit,Elders Real Estate - Darwin,700000,138890903,Nightcliff,810,premiere,3,2,2
Duplex/Semi-detached,For Sale By Owner,620000,138890231,Lyons,810,standard,3,2,2
House,Home Zone NT - DARWIN,399000,138888415,Driver,830,feature,4,1,4
House,United Realty NT - Parap,485000,138887879,Woodroffe,830,feature,4,2,3
House,All About Real Estate NT - DARWIN CITY,620000,138884635,Jingili,810,premiere,4,2,2
Unit,Elders Real Estate - Darwin,390000,138884235,Nightcliff,810,premiere,2,1,1
House,Approved Real Estate (NT) - PALMERSTON CITY,620000,138883855,Johnston,832,standard,4,2,2
Unit,Habitat Real Estate - THE GARDENS,320000,138882863,Fannie Bay,820,feature,2,1,2
Unit,Elders Real Estate - Darwin,195000,138882163,Darwin City,800,premiere,1,1,1
House,Elders Real Estate - Palmerston,435000,138881851,Moulden,830,premiere,3,1,2
Townhouse,Elders Real Estate - Palmerston,895000,138878759,The Gardens,820,premiere,4,3,3
Apartment,LJ Hooker Darwin -   ,505000,138876263,Darwin City,800,premiere,2,2,2
House,K G Young & Associates Pty Ltd - Darwin,719000,138872939,Lyons,810,feature,4,2,2
House,Red Earth Property,470000,138871975,Durack,830,feature,3,1,2
Unit,LJ Hooker Darwin -   ,149000,138871491,Rapid Creek,810,premiere,1,1,1
House,Elders Real Estate - Palmerston,480000,138868435,Gray,830,premiere,3,1,1
House,Call2View Real Estate - Palmerston,789000,138866463,Nakara,810,premiere,4,2,6
Apartment,Ausway Group,325000,138865099,Darwin City,800,feature,2,2,2
House,buymyplace,495000,138864767,Woodroffe,830,standard,3,1,2
Apartment,No Agent Property - BRIGHTON EAST,539000,138863175,Darwin City,800,standard,2,2,1
House,Elders Real Estate - Palmerston,457000,117230191,Bakewell,832,premiere,3,1,1
Unit,Sale By Home Owner - Australia,350000,138862459,Larrakeyah,820,standard,2,1,1
House,No Agent Property - BRIGHTON EAST,600000,138862107,Bellamack,832,standard,4,2,3
Apartment,Piening Property Sales - COOLALINGA,180000,138861435,Darwin City,800,feature,1,1,0
House,Kassiou Constructions - HOWARD SPRINGS,600000,138860803,Berrimah,828,standard,3,2,2
House,Professionals - DARWIN CITY,489000,138860015,Driver,830,feature,5,3,2
House,Professionals - DARWIN CITY,499000,138859491,Woodroffe,830,feature,3,2,3
House,Absolute Real Estate NT - Darwin,650000,138857291,Rosebery,832,feature,4,2,2
House,Property Shop - Darwin,830000,138846515,Rapid Creek,810,feature,3,1,3
Unit,Real Estate NT by George Pikos - FANNIE BAY,400000,138844639,The Gardens,820,feature,2,1,1
House,Property Shop - Darwin,450000,138839803,Driver,830,feature,4,2,2
Townhouse,Approved Real Estate (NT) - PALMERSTON CITY,299000,138828039,Malak,812,standard,2,1,2
House,Absolute Real Estate NT - Darwin,635000,138826979,Durack,830,feature,4,2,2
Apartment,Real Estate Central - DARWIN CITY,199000,138816527,Nightcliff,810,premiere,1,1,1
House,Call2View Real Estate - Palmerston,570000,138808023,Rosebery,832,premiere,4,2,4
House,Darwin Building Consultants - VIRGINIA,899000,138803679,Bellamack,832,feature,5,2,3
House,K G Young & Associates Pty Ltd - Darwin,419000,138803295,Driver,830,feature,3,1,2
Unit,Property Now - MOOLOOLABA,145000,138798511,Darwin City,800,standard,1,1,0
Unit,For Sale By Owner,289000,138792207,Parap,820,standard,1,1,1
House,Absolute Real Estate NT - Darwin,499000,138791511,Bakewell,832,premiere,4,2,4
House,Real Estate Central Projects - Darwin,595000,138790327,Jingili,810,premiere,4,2,2
House,Raine & Horne - Darwin,499000,138786627,Durack,830,premiere,3,2,1
Apartment,Home Zone NT - DARWIN,399000,138786623,Farrar,830,feature,3,2,2
Apartment,Ausway Group,215000,138784347,Darwin City,800,feature,1,1,1
Apartment,Professionals - DARWIN CITY,480000,138782967,Woolner,820,feature,3,2,2
Apartment,All About Real Estate NT - DARWIN CITY,339000,138780823,Johnston,832,premiere,3,2,2
House,Active Realty - NT,340000,138780743,Woodroffe,830,feature,3,1,4
House,Real Value Properties NT - Northern Territory,490000,138779895,Karama,812,feature,4,2,4
Unit,Real Estate Central - DARWIN CITY,500000,138775831,Woolner,820,premiere,3,2,2
Duplex/Semi-detached,Milgate Real Estate - Cullen Bay,375000,138775551,Rosebery,832,feature,3,1,2
House,Elders Real Estate - Palmerston,462500,138772295,Durack,830,premiere,3,1,2
Unit,Absolute Real Estate NT - Darwin,410000,138770363,The Gardens,820,premiere,2,1,2
House,Elders Real Estate - Palmerston,550000,138768103,Gunn,832,premiere,4,2,2
House,Mercury Real Estate,430000,138765627,Bakewell,832,feature,3,1,2
Unit,Absolute Real Estate NT - Darwin,320000,138763935,Marrara,812,premiere,2,1,2
Apartment,@realty - National Head Office Australia,450000,138760927,Darwin City,800,standard,2,2,1
Unit,Territory Real Estate - Darwin,430000,138756503,Nightcliff,810,feature,2,2,2
Apartment,David Booth Real Estate Pty Ltd - Darwin,865000,138754883,Darwin City,800,standard,3,2,2
House,Nick Mousellis Real Estate - Eview Group Member,740000,138752435,Durack,830,premiere,4,2,3
House,Elders Real Estate - Palmerston,895000,131073306,Berrimah,828,premiere,4,3,2
Unit,Ray White - Darwin City,255000,138750551,Tiwi,810,premiere,2,1,0
House,Ray White - Darwin City,775000,138750255,Muirhead,810,premiere,4,2,2
Apartment,Elders Real Estate - Darwin,400000,138748811,Darwin City,800,premiere,2,2,1
House,Renee's Realty NT - DURACK,400000,138748519,Moulden,830,feature,4,1,0
House,Renee's Realty NT - DURACK,449000,138744755,Gray,830,feature,3,1,0
House,Renee's Realty NT - DURACK,780000,138738027,Humpty Doo,836,feature,3,2,0
Unit,LJ Hooker Darwin -   ,369000,138732019,Darwin City,800,premiere,2,2,2
Unit,First National Real Estate O'Donoghues - Darwin,260000,138727355,Parap,820,feature,2,1,1
House,Darwin Building Consultants - VIRGINIA,525000,124837718,Zuccoli,832,standard,3,2,1
Townhouse,All About Real Estate NT - DARWIN CITY,765000,138725351,Stuart Park,820,premiere,3,2,2
Apartment,Knight Frank (NT) - Darwin,350000,138713867,Darwin City,800,feature,1,1,1
Unit,Real Estate Central - DARWIN CITY,549000,138708715,Darwin City,800,premiere,3,2,2
Apartment,First National Real Estate O'Donoghues - Darwin,539000,138706855,Darwin City,800,standard,2,2,1
Apartment,Elders Real Estate - Darwin,490000,138702567,Darwin City,800,premiere,2,2,1
House,Knight Frank (NT) - Darwin,550000,138700371,Karama,812,feature,5,2,5
House,Habitat Real Estate - THE GARDENS,480000,138700291,Anula,812,feature,3,1,2
Unit,Carol Need Real Estate - Fannie Bay,289000,133591954,Marrara,812,premiere,1,1,1
Apartment,Ausway Group,209000,138693067,Darwin City,800,feature,1,1,1
House,Elders Real Estate - Palmerston,849000,138689535,Durack,830,premiere,6,4,6
House,Go Wise - WOOLNER,525000,138685867,Bakewell,832,feature,4,2,2
Apartment,Ray White Bayside - FANNIE BAY,420000,138683031,Darwin City,800,premiere,2,2,2
Unit,Real Estate Central Projects - DARWIN,510000,138681171,Darwin City,800,standard,3,2,2
House,Real Estate Central - DARWIN CITY,570000,138678015,Bellamack,832,premiere,3,2,2
House,Home Zone NT - DARWIN,549000,138671319,Durack,830,feature,3,2,2
House,HERON PROPERTY - DARWIN,730000,138670247,Rapid Creek,810,premiere,4,2,2
House,Knight Frank (NT) - Darwin,590000,138667551,Rosebery,832,feature,3,2,0
Unit,Alliance Realty - Larrakeyah,575000,138666787,Muirhead,810,feature,3,2,2
Unit,@realty - National Head Office Australia,350000,138665791,Bakewell,832,standard,2,1,2
House,Real Estate Central - DARWIN CITY,500000,138660371,Farrar,830,premiere,3,2,2
Unit,Go Wise - WOOLNER,535000,138659831,Darwin City,800,premiere,2,2,2
Unit,Go Wise - WOOLNER,325000,138659631,Nightcliff,810,premiere,2,1,1
Unit,North Property NT - STUART PARK,335000,138653575,Darwin City,800,feature,1,1,1
Apartment,Gordon & Associates - GIRRAWEEN,780000,138650347,Parap,820,feature,3,2,3
Apartment,Professionals - DARWIN CITY,850000,138650195,Darwin City,800,feature,4,2,2
House,Freedom Property - Australia,750000,138649895,Rosebery Heights,832,feature,4,2,2
Apartment,Professionals - DARWIN CITY,510000,138649539,Darwin City,800,feature,3,2,2
House,Real Estate Central Projects - Darwin,560000,138643295,Driver,830,premiere,5,2,4
Unit,Kalo Real Estate - Darwin,440000,138642619,Johnston,832,feature,3,2,2
Unit,Acacia Realty - NOONAMAH,295000,138642287,Bakewell,832,feature,2,1,2
Duplex/Semi-detached,Eview Group - Corporate,610000,138640675,Muirhead,810,standard,4,2,2
Townhouse,Real Estate Central - DARWIN CITY,370000,138640623,Driver,830,premiere,3,1,2
Duplex/Semi-detached,Call2View Real Estate - Palmerston,359000,138634939,Bakewell,832,premiere,3,2,1
House,Elders Real Estate - Palmerston,595000,138614051,Zuccoli,832,premiere,4,2,2
Unit,Nick Mousellis Real Estate - Eview Group Member,277500,138610195,Wagaman,810,premiere,2,1,1
House,Knight Frank (NT) - Darwin,650000,138601343,Ludmilla,820,feature,6,3,3
Apartment,Renee's Realty NT - DURACK,200000,138598923,Bakewell,832,feature,2,1,0
House,Colliers International - Darwin,385000,138593719,The Gardens,820,feature,2,1,1
House,Active Realty - NT,500000,138592811,Farrar,830,feature,4,2,2
House,Sell My Property Now - Launceston,570000,138589227,Gray,830,standard,3,2,7
House,Cate Killiner Real Estate - Woolner,625000,138585627,Tiwi,810,feature,5,2,4
House,Renee's Realty NT - DURACK,520000,138584283,Bellamack,832,feature,3,2,0
House,Renee's Realty NT - DURACK,500000,138583851,Johnston,832,feature,4,3,0
Apartment,All About Real Estate NT - DARWIN CITY,345000,138579507,Coolalinga,839,premiere,2,2,2
House,North Property NT - STUART PARK,475000,138579495,Bellamack,832,feature,3,2,4
Duplex/Semi-detached,Get Realty - PALMERSTON CITY,360000,138571859,Moulden,830,feature,3,2,2
House,Renee's Realty NT - DURACK,399000,138571527,Gunn,832,feature,3,1,0
Unit,Nick Mousellis Real Estate - Eview Group Member,580000,138568447,Darwin City,800,premiere,2,2,2
Townhouse,Elders Real Estate - Palmerston,409000,138566059,Rosebery,832,premiere,3,2,2
House,Acacia Realty - NOONAMAH,470000,138560167,Berry Springs,838,feature,3,2,2
Unit,Elders Real Estate - Palmerston,283000,121830758,The Gardens,820,premiere,1,1,1
House,For Sale By Owner,699000,138557711,Muirhead,810,standard,4,2,2
Townhouse,@realty - National Head Office Australia,390000,138557035,Rosebery,832,standard,3,2,2
House,Real Estate Central - DARWIN CITY,615000,138551947,Karama,812,premiere,3,1,2
Townhouse,All About Real Estate NT - DARWIN CITY,645000,138550347,Stuart Park,820,premiere,3,3,2
House,Red Earth Property,599000,138548191,Woodroffe,830,feature,4,2,6
House,Approved Real Estate (NT) - PALMERSTON CITY,615000,138540743,Johnston,832,standard,4,2,2
House,Elders Real Estate - Darwin,370000,138537739,Karama,812,premiere,1,1,3
House,Ray White - Darwin City,515000,138534939,Woodroffe,830,premiere,4,2,2
House,Elders Real Estate - Palmerston,675000,108530451,Farrar,830,premiere,4,2,2
House,Darwin Building Consultants - VIRGINIA,289000,138532675,Johnston,832,standard,2,2,2
House,Darwin Building Consultants - VIRGINIA,480000,138532507,Gray,830,standard,3,2,3
Unit,Elders Real Estate - Darwin,500000,138529151,Bayview,820,premiere,3,2,2
Unit,Raine & Horne - Darwin,299000,138518031,Coconut Grove,810,premiere,2,2,1
House,Approved Real Estate (NT) - PALMERSTON CITY,615000,138517875,Rosebery,832,standard,4,2,2
Unit,Elders Real Estate - Darwin,260000,138507327,Alawa,810,premiere,2,1,1
House,For Sale By Owner,675000,138504247,Nakara,810,standard,4,3,2
House,Knight Frank (NT) - Darwin,515000,138502895,Bellamack,832,feature,3,2,2
House,For Sale By Owner,545000,138500535,Zuccoli,832,standard,3,2,2
Apartment,Professionals - DARWIN CITY,470000,138491115,Darwin City,800,feature,3,2,1
Apartment,First National Real Estate O'Donoghues - Darwin,539000,138490143,Darwin City,800,feature,2,2,1
House,Real Estate Central - DARWIN CITY,475000,138488975,Bakewell,832,premiere,3,1,2
Apartment,PRD Darwin - DARWIN City,360000,138487679,Alawa,810,feature,3,1,1
House,Home Zone NT - DARWIN,449000,138487583,Gray,830,feature,3,1,2
House,Home Zone NT - DARWIN,479000,138486915,Gunn,832,feature,3,1,2
Unit,Elaine Mills Property Management - COOLALINGA,370000,138486551,Bellamack,832,feature,2,1,2
Unit,LJ Hooker Darwin -   ,519000,138483943,Darwin City,800,premiere,2,2,2
House,Kalo Real Estate - Darwin,540000,138478459,Rosebery,832,feature,4,2,2
Unit,LJ Hooker Darwin -   ,219000,138466843,Darwin City,800,premiere,1,1,1
House,Complete Real Estate (NT),700000,129202186,Howard Springs,835,feature,4,2,4
House,Renee's Realty NT - DURACK,499000,138454103,Bakewell,832,feature,3,1,0
House,First National Real Estate O'Donoghues - Darwin,539000,138452507,Malak,812,feature,3,1,2
House,Professionals - DARWIN CITY,600000,138452407,Farrar,830,feature,4,2,2
Apartment,Ausway Group,235000,138450183,Darwin City,800,feature,1,1,1
House,Renee's Realty NT - DURACK,499000,138445635,Herbert,836,feature,2,1,0
Townhouse,For Sale By Owner,699000,138439219,Stuart Park,820,standard,3,2,2
Unit,Elders Real Estate - Darwin,395000,138438907,Larrakeyah,820,feature,2,1,2
Unit,Cate Killiner Real Estate - Woolner,269000,138433851,Parap,820,standard,2,1,1
Unit,For Sale By Owner,419000,138431255,Nightcliff,810,standard,2,2,2
Unit,PRD Darwin - DARWIN City,380000,138431123,Tiwi,810,feature,2,1,2
Apartment,@realty - National Head Office Australia,430000,138428675,Rapid Creek,810,standard,2,2,2
House,Call2View Real Estate - Palmerston,244000,138411891,Rosebery,832,premiere,2,1,2
House,Cate Killiner Real Estate - Woolner,599000,138411811,Leanyer,812,standard,3,2,2
Apartment,Real Estate Central - DARWIN CITY,480000,138411091,Rapid Creek,810,premiere,2,2,2
House,Kassiou Constructions - HOWARD SPRINGS,560000,138408951,Zuccoli,832,standard,3,2,2
Apartment,Real Estate NT by George Pikos - FANNIE BAY,315000,138408243,Darwin City,800,feature,1,1,1
Apartment,PRD Darwin - DARWIN City,585000,138406359,Nightcliff,810,feature,3,2,2
Unit,Alliance Realty - Larrakeyah,450000,138405187,Darwin City,800,feature,3,2,2
House,@realty - National Head Office Australia,630000,138403919,Leanyer,812,standard,5,2,2
House,Complete Real Estate (NT),300000,138402127,Woodroffe,830,feature,3,1,0
House,Sell My Property Now - Launceston,685000,129583726,Howard Springs,835,standard,3,1,10
House,Call2View Real Estate - Palmerston,469000,138399015,Bellamack,832,premiere,3,2,2
Apartment,North Property NT - STUART PARK,439000,138384607,Bayview,820,feature,3,2,2
Apartment,Ausway Group,299000,138384163,Bellamack,832,feature,2,2,1
Apartment,Cate Killiner Real Estate - Woolner,380000,138380847,Darwin City,800,standard,2,2,0
Townhouse,Home Zone NT - DARWIN,339000,138366019,Stuart Park,820,feature,2,1,1
Apartment,Real Estate NT by George Pikos - FANNIE BAY,275000,138372799,Darwin City,800,feature,2,1,1
House,Cate Killiner Real Estate - Woolner,425000,138372755,Gunn,832,standard,3,2,2
Townhouse,Real Estate NT by George Pikos - FANNIE BAY,370000,138371639,Parap,820,feature,2,2,0
House,Elders Real Estate - Palmerston,415000,138364263,Moulden,830,feature,3,1,2
House,Sale By Home Owner - Australia,550000,138361763,Moil,810,standard,4,2,5
House,HERON PROPERTY - DARWIN,740000,138361243,Wanguri,810,feature,5,2,6
Unit,Territory Real Estate - Darwin,270000,138356819,Darwin City,800,feature,1,1,1
Unit,Colliers International - Darwin,390000,138353731,Parap,820,feature,2,2,2
House,Real Estate Central - DARWIN CITY,495000,138350855,Woodroffe,830,feature,4,2,2
House,Kassiou Constructions - HOWARD SPRINGS,601000,138333062,Humpty Doo,836,standard,4,2,2
House,Kassiou Constructions - HOWARD SPRINGS,655000,138333058,Humpty Doo,836,standard,4,2,2
House,Kassiou Constructions - HOWARD SPRINGS,675000,138333050,Lee Point,810,standard,4,2,3
Unit,Home Zone NT - DARWIN,399000,138330946,Stuart Park,820,feature,2,2,2
